,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.10705376,0.10213876,-0.08711891,0.056899883,-0.07077198,0.06587623,0.010430034,0.046152633,0.07158942,0.06754267,-0.033761606,-0.0027905256,-0.030486634,-0.017982654,-0.005693473,-0.004610859,0.08155134,-0.05101044,-0.058156736,0.01684522,0.023344107,-0.1044115,-0.021411262,0.026418284,0.019143037,-0.08545476,0.11474779,-0.020454574,0.091313735,-0.06124617,-0.056431733,0.061943486
1,-0.108768284,0.109080054,-0.09040074,0.059639774,-0.07596178,0.06517063,0.011217086,0.047038242,0.07411553,0.073749945,-0.032116998,-0.006840799,-0.028872443,-0.015401693,-0.0126090385,-0.006656424,0.09335453,-0.05047942,-0.060909662,0.014368184,0.023488346,-0.112897694,-0.02137253,0.02753951,0.011476785,-0.092497155,0.122838736,-0.030224089,0.09849755,-0.06330647,-0.05899863,0.068721086
2,-0.105213895,0.106176354,-0.087592706,0.05896466,-0.07025613,0.063726194,0.01064272,0.04656429,0.0683849,0.07245343,-0.032536607,-0.004385721,-0.029940138,-0.0152618475,-0.009778149,-0.0063397316,0.09031042,-0.04978041,-0.059602365,0.01582129,0.02199405,-0.10905585,-0.021496076,0.026772406,0.013183493,-0.0902892,0.119072974,-0.028245341,0.09578717,-0.06140709,-0.058692135,0.067082666
3,-0.10448535,0.1063168,-0.0839554,0.059972204,-0.0626948,0.060890213,0.0103650745,0.053580243,0.0643502,0.07096724,-0.03971244,-3.9309263e-05,-0.028713377,-0.0130352,-0.0058997534,-0.0103121875,0.08589533,-0.049203113,-0.05559039,0.019476604,0.019248724,-0.103991225,-0.01558979,0.028062697,0.02185556,-0.08526711,0.11510423,-0.019486912,0.09053333,-0.060076408,-0.05603438,0.06765957
4,-0.11191587,0.113954976,-0.09430048,0.06267761,-0.08567793,0.07239176,0.018408813,0.041263875,0.082509875,0.06718129,-0.03500933,-0.0055519044,-0.03547831,-0.02149381,-0.006528951,-0.008599841,0.08854546,-0.048381,-0.068745844,0.01004586,0.028029911,-0.111431316,-0.016276984,0.026171088,0.022658082,-0.08859068,0.12864508,-0.02308933,0.10079087,-0.058241583,-0.06578748,0.06409566
5,-0.094091445,0.09515253,-0.077053264,0.058352433,-0.052461617,0.061402097,0.010790192,0.044978943,0.051566236,0.0643768,-0.037992425,0.0077846125,-0.035586484,-0.01709966,0.0038237795,-0.007150112,0.073850095,-0.04779952,-0.057127945,0.020074256,0.018015299,-0.092190266,-0.019110534,0.023942642,0.02675851,-0.07715127,0.107824594,-0.012336992,0.084854275,-0.04974311,-0.059117146,0.058595795
6,-0.1082935,0.10892223,-0.09029381,0.05950523,-0.075373046,0.06508823,0.011313029,0.04667138,0.07339673,0.07349081,-0.03207011,-0.006591473,-0.029287238,-0.015524756,-0.012090284,-0.006505004,0.09307312,-0.050070558,-0.06105883,0.0144427195,0.023324538,-0.11257312,-0.021404713,0.027363762,0.011820681,-0.09234369,0.122337,-0.030292723,0.09823858,-0.063145176,-0.059272725,0.06840779
7,-0.11191587,0.113954976,-0.09430048,0.06267761,-0.08567793,0.07239176,0.018408813,0.041263875,0.082509875,0.06718129,-0.03500933,-0.0055519044,-0.03547831,-0.02149381,-0.006528951,-0.008599841,0.08854546,-0.048381,-0.068745844,0.01004586,0.028029911,-0.111431316,-0.016276984,0.026171088,0.022658082,-0.08859068,0.12864508,-0.02308933,0.10079087,-0.058241583,-0.06578748,0.06409566
8,-0.10714087,0.10804281,-0.085969344,0.060284264,-0.066321224,0.061666153,0.010371411,0.054621853,0.06832061,0.0722377,-0.039274983,-0.001776088,-0.027516788,-0.012926066,-0.008671902,-0.010224815,0.08841541,-0.050096385,-0.056189664,0.018768981,0.019953229,-0.107267424,-0.016054055,0.028758107,0.019966433,-0.08700409,0.11746378,-0.021009505,0.092588514,-0.06203451,-0.05577093,0.06938651
9,-0.106664315,0.10750265,-0.08889088,0.059225176,-0.07271377,0.06439411,0.010995638,0.04658534,0.07076903,0.07292326,-0.032307714,-0.005438108,-0.029665284,-0.015416257,-0.010830902,-0.006408997,0.09161114,-0.049891923,-0.06032621,0.0151557475,0.022638291,-0.11072415,-0.021433922,0.027036091,0.0125669055,-0.09125362,0.12061748,-0.029225722,0.09696329,-0.062214643,-0.05900857,0.06768717
10,-0.10304822,0.10175849,-0.08443539,0.059163414,-0.064854145,0.06333706,0.010811094,0.047784276,0.06552832,0.06836543,-0.036743347,0.0016613938,-0.030530965,-0.01617916,-0.0049921684,-0.007674772,0.083113775,-0.049446788,-0.059835464,0.017442109,0.019704007,-0.10261515,-0.01927192,0.026056439,0.020679493,-0.08395331,0.11531986,-0.018514305,0.09056127,-0.056468785,-0.058382545,0.06431775
11,-0.107803464,0.1083764,-0.08978164,0.05938374,-0.07439513,0.06476541,0.011081174,0.04676991,0.07251514,0.073394336,-0.03215886,-0.006199185,-0.029271312,-0.0153762195,-0.0118374005,-0.0064916313,0.09264331,-0.050100103,-0.060697854,0.014725793,0.023046445,-0.111985594,-0.021484774,0.02731442,0.011940688,-0.092031956,0.12176496,-0.02993441,0.09776944,-0.06292628,-0.059032865,0.06826249
12,-0.104825824,0.10578195,-0.08720647,0.058889184,-0.06954534,0.06352203,0.01050728,0.046605624,0.06771835,0.07234279,-0.03261378,-0.0040800385,-0.029978484,-0.015187798,-0.009537544,-0.0063372287,0.08995427,-0.049787108,-0.05936383,0.016016677,0.021809515,-0.10858998,-0.021536406,0.026720587,0.013332557,-0.09001621,0.11864972,-0.027949162,0.09544602,-0.061201036,-0.05855739,0.06694008
13,-0.11044344,0.10474932,-0.089621454,0.05728835,-0.07580262,0.06692639,0.010338256,0.047134418,0.0768224,0.068956465,-0.03309995,-0.0055467635,-0.029052302,-0.017693285,-0.008868694,-0.0047091655,0.0846892,-0.052017286,-0.05880988,0.016032219,0.024476804,-0.10834049,-0.021328151,0.027109481,0.016796831,-0.08809261,0.11755951,-0.022802308,0.09381352,-0.06369633,-0.055930577,0.063940614
14,-0.107605815,0.10035603,-0.0808042,0.060764547,-0.068731666,0.058377706,0.004504458,0.059681486,0.07181084,0.076618604,-0.03632471,-0.0027462915,-0.018832259,-0.008938405,-0.015968885,-0.010127966,0.08896315,-0.059308372,-0.051198594,0.020424126,0.020493988,-0.10645932,-0.018783575,0.028071383,0.008058529,-0.08662545,0.12014112,-0.019200921,0.09349449,-0.05885403,-0.047936145,0.07283687
15,-0.10678773,0.10757766,-0.08897224,0.059232347,-0.07286202,0.064407006,0.010972906,0.046632566,0.07093915,0.07299745,-0.032286383,-0.0055223443,-0.029590912,-0.015383795,-0.010974288,-0.00641755,0.09173871,-0.049932025,-0.060334217,0.015124999,0.022666976,-0.110864684,-0.02145709,0.02707567,0.01246053,-0.09135389,0.12072839,-0.029314611,0.0970394,-0.062314697,-0.058974966,0.06777162
16,-0.11030309,0.110928304,-0.09095782,0.060551465,-0.07284996,0.06560461,0.015587671,0.050105534,0.074069165,0.06971477,-0.03617341,0.00036054105,-0.03154988,-0.017014662,-0.008367762,-0.008218581,0.088629864,-0.048347965,-0.06324932,0.014725082,0.022465818,-0.11135052,-0.018053096,0.028833136,0.021527044,-0.087030835,0.12282942,-0.022648767,0.09499823,-0.06159073,-0.0609248,0.06608948
17,-0.11369437,0.1074737,-0.09215352,0.057796866,-0.08093897,0.06823158,0.010509739,0.04779046,0.08199951,0.07015901,-0.03248383,-0.008259781,-0.02795672,-0.017648678,-0.011741731,-0.0048374133,0.08765196,-0.052907333,-0.059650127,0.015089821,0.025739618,-0.11212331,-0.021140564,0.027730536,0.014766302,-0.09057707,0.120481655,-0.025037244,0.09641066,-0.06588591,-0.055733185,0.06572935
18,-0.10658714,0.099095106,-0.07952101,0.060700834,-0.06680632,0.05767244,0.003959521,0.060082164,0.070228584,0.076346606,-0.036759928,-0.0020531043,-0.018454678,-0.008654944,-0.015138604,-0.010492653,0.08769012,-0.05951868,-0.050239846,0.021087974,0.019928373,-0.10472076,-0.018415546,0.027925987,0.008448165,-0.08580342,0.119038105,-0.018012036,0.09231055,-0.057899617,-0.047233313,0.07244675
