,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.023731304,0.046611235,-0.053435255,0.021967525,-0.019458046,0.057838544,-0.014045451,0.04902394,0.03666168,0.04060921,-0.004420845,0.006372733,0.04812293,-0.005126998,-0.00482041,0.00043099106,-0.017697614,-0.0045623146,-0.029317735,0.028067978,-0.03828728,0.030280031,0.027256943,0.0051936423,0.05614098,-0.07376206,0.018547254,-0.03082237,-0.03096135,0.066048965,-0.10144763,-0.040377345
1,0.026874414,0.047056697,-0.055351418,0.02380981,-0.019108329,0.06521884,-0.014594443,0.05024153,0.03834549,0.04316008,-0.005045479,0.0047004893,0.044750467,-0.006115347,-0.0015196241,-0.0008999018,-0.017319655,-0.0022367053,-0.033175923,0.028081337,-0.035042483,0.0322333,0.029010234,0.007840322,0.05588697,-0.07647252,0.016931191,-0.027270159,-0.029215824,0.065871894,-0.10463257,-0.039959423
2,0.026538536,0.046558022,-0.054699797,0.023436643,-0.019083057,0.06471163,-0.014471285,0.050345007,0.038137794,0.042675577,-0.004723588,0.004871439,0.044372693,-0.006041038,-0.0012738593,-0.0008338325,-0.017322898,-0.002538085,-0.03305755,0.028124278,-0.03488358,0.03230675,0.02903788,0.007893581,0.055650674,-0.07626391,0.017047424,-0.027193803,-0.029330216,0.06583877,-0.10433325,-0.039708458
3,0.028113667,0.046472244,-0.04456922,0.02324673,-0.020699574,0.0495068,-0.007192582,0.049048748,0.034892958,0.03508949,-0.004126195,0.0042069796,0.04914162,-0.0058064554,-0.0004257094,0.0011699084,-0.01848484,-0.007904097,-0.025829332,0.028061366,-0.039372973,0.031231502,0.027112117,0.0062831915,0.054749653,-0.07049535,0.018801006,-0.032250516,-0.029888604,0.06366129,-0.095915794,-0.039427027
4,0.01501638,0.048215,-0.06333843,0.019277295,-0.021276243,0.06991758,-0.021408178,0.058832474,0.042644825,0.043585062,0.0014935061,0.0017938241,0.04358363,-0.00080910325,-0.0040832683,0.0019156304,-0.013516298,-0.00074349716,-0.03605292,0.032327503,-0.031673785,0.026182206,0.029672297,0.00616468,0.055981435,-0.079679504,0.014631163,-0.02351431,-0.03262675,0.06708506,-0.109368846,-0.032539245
5,0.018782929,0.043825902,-0.050732676,0.019018281,-0.021049626,0.057470948,-0.013433032,0.054477878,0.03840112,0.036470905,0.0019715242,0.004123153,0.04384716,-0.003215909,-0.0016542561,0.0012713753,-0.016540833,-0.004678864,-0.031759713,0.030858735,-0.033009805,0.028650073,0.028638858,0.0059644226,0.053485293,-0.074503735,0.016688913,-0.02600038,-0.031221427,0.064012274,-0.10135318,-0.033176925
6,0.026600968,0.045656316,-0.052634012,0.023184149,-0.01908851,0.062471822,-0.0132463835,0.049902122,0.03746244,0.041310877,-0.0042302813,0.0052116793,0.04433256,-0.006327996,-0.0008896794,-0.00082594465,-0.017680673,-0.003452897,-0.032432135,0.027980618,-0.03497415,0.032589454,0.029005136,0.0077813454,0.055110637,-0.07547562,0.017397903,-0.02750754,-0.029176675,0.06537625,-0.10302474,-0.03953906
7,0.01501638,0.048215,-0.06333843,0.019277295,-0.021276243,0.06991758,-0.021408178,0.058832474,0.042644825,0.043585062,0.0014935061,0.0017938241,0.04358363,-0.00080910325,-0.0040832683,0.0019156304,-0.013516298,-0.00074349716,-0.03605292,0.032327503,-0.031673785,0.026182206,0.029672297,0.00616468,0.055981435,-0.079679504,0.014631163,-0.02351431,-0.03262675,0.06708506,-0.109368846,-0.032539245
8,0.028713541,0.048120685,-0.047660712,0.023852479,-0.021011898,0.052465774,-0.00880295,0.04918184,0.035459466,0.03761203,-0.0055328123,0.0039774124,0.04971061,-0.0058208965,-0.0012985915,0.00092355476,-0.018315032,-0.006664075,-0.026374755,0.027774626,-0.039436515,0.030732285,0.026537996,0.0064377687,0.055922657,-0.07143651,0.018275788,-0.032193895,-0.03047009,0.06393811,-0.09758641,-0.040214613
9,0.026623875,0.04521828,-0.05161472,0.02305656,-0.019092144,0.061355688,-0.012640439,0.049713563,0.037152924,0.0406103,-0.0039571654,0.005351845,0.04432845,-0.0064298688,-0.00070431456,-0.00079742,-0.017846713,-0.0038987175,-0.032120705,0.027948253,-0.035019573,0.032716908,0.029005459,0.007708775,0.054846305,-0.075082324,0.017575368,-0.027654389,-0.029086873,0.0651481,-0.10236608,-0.03941597
10,0.019304056,0.045494072,-0.05431201,0.019939613,-0.020964012,0.061619006,-0.015532002,0.054321855,0.03914584,0.039255776,0.00047281384,0.003834812,0.044130895,-0.0036878008,-0.002021497,0.0010505475,-0.016338084,-0.0029947832,-0.03267276,0.030375503,-0.033500448,0.028211152,0.028637372,0.0063675717,0.0542324,-0.075549185,0.01612531,-0.026050031,-0.03112593,0.0651417,-0.10351952,-0.03473727
11,0.026920691,0.044543184,-0.049724,0.022923395,-0.019095536,0.059305422,-0.011481352,0.049169913,0.03648142,0.039403215,-0.0037368592,0.005646469,0.04440128,-0.0067614615,-0.000296494,-0.00079981977,-0.018212752,-0.004682664,-0.03142476,0.02775593,-0.035222743,0.032982066,0.028883297,0.007651162,0.054410372,-0.07429509,0.017910775,-0.028054077,-0.028932871,0.06471299,-0.10114963,-0.039449435
12,0.026746023,0.04430245,-0.049493063,0.022827286,-0.019088078,0.059059463,-0.011366401,0.049211875,0.03644979,0.039235234,-0.003484739,0.005712889,0.044304144,-0.006752223,-0.00032006018,-0.0008043488,-0.01823259,-0.0048396736,-0.0314759,0.027776778,-0.035130873,0.033030923,0.02897032,0.0075963475,0.05430426,-0.07427094,0.017949581,-0.027998207,-0.028910108,0.064668596,-0.10101826,-0.03928125
13,0.023953628,0.04918132,-0.059228603,0.022768617,-0.019584363,0.06382549,-0.017450348,0.049696162,0.038193453,0.0446764,-0.0060921367,0.005627293,0.04846765,-0.004823204,-0.005994253,0.00032821222,-0.017018903,-0.0022913218,-0.030920053,0.02808281,-0.038144868,0.02951344,0.027172826,0.0054585347,0.057804845,-0.07583481,0.017785368,-0.030226367,-0.031421375,0.067098916,-0.10498733,-0.04138404
14,0.034270063,0.050237067,-0.05118062,0.030713666,-0.020475997,0.05515568,-0.005022727,0.043956526,0.03637293,0.04210204,-0.007966813,0.0042042565,0.05373987,-0.011825948,-0.003842488,-0.0032586956,-0.020563148,-0.0040905178,-0.030443097,0.024674771,-0.039484337,0.032829463,0.027543068,0.0054554376,0.055826996,-0.074316025,0.016045084,-0.03195177,-0.025767293,0.062002063,-0.0993867,-0.0447799
15,0.026670292,0.04518438,-0.0515527,0.023077954,-0.019082153,0.06130074,-0.012590151,0.04965184,0.037116855,0.040612206,-0.00397359,0.005387569,0.044328086,-0.0064783376,-0.00070255995,-0.0008251133,-0.017875658,-0.003934812,-0.03211691,0.027903568,-0.035034664,0.032759227,0.029007072,0.007709878,0.054835036,-0.07506339,0.017592212,-0.027679374,-0.029068962,0.06513578,-0.10232702,-0.03945371
16,0.025493558,0.039840043,-0.04057211,0.02219785,-0.019922357,0.047945574,-0.0061488226,0.04628432,0.034271374,0.033956878,0.00010609068,0.006640952,0.044667635,-0.009439689,0.0011746306,-0.00059736683,-0.02039117,-0.0087743215,-0.030468829,0.026409568,-0.0360985,0.034028985,0.03009429,0.005101937,0.051478006,-0.0704997,0.019007655,-0.029731486,-0.026678935,0.0618591,-0.09525748,-0.038421497
17,0.024740823,0.05018612,-0.06114648,0.023266423,-0.019734891,0.06580801,-0.018492967,0.049364746,0.038412128,0.046301022,-0.0070726313,0.005455237,0.04871776,-0.0052467845,-0.0062430594,0.00017574427,-0.017107869,-0.0016707741,-0.031364635,0.027731158,-0.038129583,0.029379146,0.027005183,0.005660176,0.05850639,-0.076437786,0.01769086,-0.030201893,-0.031482413,0.067176744,-0.106118806,-0.042272974
18,0.03441965,0.04787162,-0.04544815,0.030024454,-0.020280035,0.04900109,-0.0016314313,0.042739376,0.034654774,0.037997007,-0.006640522,0.004967071,0.053634524,-0.01241467,-0.0025912598,-0.0031591037,-0.021401191,-0.0064363033,-0.02866863,0.024510197,-0.039879967,0.033613767,0.027585702,0.005137928,0.054174095,-0.07212636,0.017014598,-0.03275903,-0.025161562,0.060923487,-0.095822774,-0.044292644
19,0.023877293,0.048674993,-0.05758087,0.022725448,-0.019532511,0.06205961,-0.016267143,0.049603365,0.037896648,0.043446712,-0.0057123937,0.005704712,0.048568852,-0.004843395,-0.0056808013,0.00030142357,-0.017094934,-0.002737172,-0.030413654,0.028127184,-0.038332563,0.02966417,0.02713539,0.0053726677,0.05728181,-0.07526868,0.017778484,-0.030440342,-0.031252112,0.06684923,-0.10399466,-0.0410629
20,0.02353344,0.046165153,-0.05276977,0.02179958,-0.019468216,0.057179533,-0.013693411,0.04903204,0.036503457,0.040154144,-0.0040393975,0.0064868154,0.047955338,-0.0051653404,-0.004698606,0.00042506063,-0.017771598,-0.0048887804,-0.02927876,0.028068895,-0.038168333,0.030379314,0.027347242,0.0051389183,0.05589279,-0.07358327,0.018615877,-0.030774932,-0.030919295,0.06591075,-0.10105996,-0.04012544
21,0.026855841,0.044075057,-0.048770044,0.022762373,-0.019098269,0.05825544,-0.010928124,0.049016297,0.036191367,0.03874001,-0.0034132022,0.005806938,0.044349693,-0.006864853,-0.00015258044,-0.00078368856,-0.018365698,-0.005131211,-0.031170197,0.027723663,-0.03521357,0.033102635,0.028900236,0.0075809835,0.054145988,-0.07395874,0.018081032,-0.02816023,-0.028866028,0.06449269,-0.10055605,-0.039296605
22,0.025007825,0.044438787,-0.046740983,0.021847274,-0.01954079,0.05207055,-0.009557385,0.049211264,0.035695102,0.035295125,-0.002319483,0.0056113433,0.047746167,-0.0050829686,-0.0019599777,0.0008676745,-0.01833732,-0.006286759,-0.027890515,0.029096868,-0.037711795,0.031112116,0.027946131,0.0053556478,0.054058064,-0.071606,0.018848535,-0.03041143,-0.029429197,0.06436926,-0.09742732,-0.038475405
